year,state,id,state_code,latitude,longitude,deaths,births,maternal_mortality_ratio,population,employer,non_group,medicaid,medicare,military,uninsured,air_pollution_val,cancer_death_val,cardio_death_val,child_pov_val,choles_check_val,dent_vis_val,dentists_val,diabetes_val,drug_deaths_val,health_stat_fem_val,immun_child_val,income_ineq_val,infant_mort_val,infect_dis_val,obesity_val,phys_inac_val,prem_death_val,smoking_val,uninsured_val,all_determs_val,all_outcomes_val,chlamydia_val,prem_death_ri_val,teen_birth_val,primary_care_val
2016,Minnesota,US.MN,MN,46.729553,-94.6859,14.0,69749.0,20.07,2772322.0,66.6,9.1,17.0,1.8,0.7,4.8,8.0,179.2,188.2,8.0,78.3,72.6,60.3,7.6,9.3,58.8,73.2,4.33,5.0,-0.223,26.1,21.8,5369.0,16.2,5.2,0.456,0.271,367.3,2.9,15.5,159.3
2017,Minnesota,US.MN,MN,46.729553,-94.6859,18.0,68595.0,26.24,2799760.0,68.3,7.4,16.6,1.8,0.8,5.2,7.5,180.9,189.7,12.5,78.3,73.9,59.5,8.4,9.9,58.4,73.8,4.34,5.1,-0.02,27.8,18.0,5555.0,15.2,4.3,0.422,0.254,389.3,3.0,13.7,162.3
2018,Minnesota,US.MN,MN,46.729553,-94.6859,10.0,67344.0,14.85,2816378.0,69.3,7.3,16.8,1.5,0.7,4.4,7.1,181.4,190.3,12.7,86.9,73.9,58.5,7.8,10.8,56.3,66.1,4.21,5.1,0.24,28.4,24.6,5653.0,14.5,4.3,0.383,0.28300000000000003,413.2,3.1,12.6,165.9
2019,Minnesota,US.MN,MN,46.729553,-94.6859,11.0,66027.0,16.66,2829821.0,69.9,6.6,16.0,1.5,0.6,5.5,6.6,181.8,193.8,11.7,86.9,73.9,58.5,8.9,12.1,56.5,66.1,4.31,4.9,0.193,30.1,20.5,5683.0,15.1,4.4,0.343,0.228,422.1,3.3,12.1,169.5
2009,Mississippi,US.MS,MS,32.354668,-89.398528,14.0,42901.0,32.63,1522000.0,53.0,5.3,14.9,3.0,1.8,22.0,11.4,217.7,373.7,23.5,73.0,59.4,39.2,11.3,10.6,44.8,76.5,5.32,10.3,17.9,33.4,32.5,11485.0,22.7,18.3,-0.479,-0.31,743.0,1.4,68.4,81.6
2010,Mississippi,US.MS,MS,32.354668,-89.398528,12.0,40036.0,29.97,1526057.0,51.7,4.9,14.5,2.9,1.8,24.2,10.8,218.3,366.4,31.9,74.7,59.5,39.7,11.6,11.2,45.7,91.6,5.24,10.0,17.2,35.4,32.3,11096.0,23.3,17.7,-0.479,-0.264,723.2,1.3,71.9,81.9
2011,Mississippi,US.MS,MS,32.354668,-89.398528,18.0,39860.0,45.16,1531968.0,51.7,5.2,14.5,2.9,1.8,23.9,10.3,217.3,357.4,33.7,74.7,58.1,40.4,12.4,10.9,43.9,92.68,5.14,10.0,10.5,34.5,33.0,10976.0,22.9,19.2,-0.513,-0.31,799.1,1.5,65.7,82.2
2012,Mississippi,US.MS,MS,32.354668,-89.398528,15.0,38669.0,38.79,1535635.0,50.7,5.0,15.6,2.9,1.8,24.0,10.0,219.9,358.6,24.4,71.3,58.1,40.7,12.4,11.1,41.8,88.2,5.2,9.9,11.2,34.9,36.0,11113.0,26.0,18.6,-0.7340000000000001,-0.309,721.8,1.4,55.0,81.4
2013,Mississippi,US.MS,MS,32.354668,-89.398528,13.0,38634.0,33.65,1536620.0,50.8,4.5,15.4,2.9,2.2,24.2,9.8,219.7,347.7,29.6,71.3,55.4,41.0,12.5,11.1,43.0,77.5,5.27,9.5,1.0237,34.6,30.8,10821.0,24.0,15.8,-0.593,-0.3,715.0,1.5,50.2,82.1
2016,Mississippi,US.MS,MS,32.354668,-89.398528,14.0,37928.0,36.91,1539934.0,53.8,7.9,16.8,3.4,2.0,16.1,8.1,227.5,344.8,28.4,76.0,56.8,42.9,14.7,11.0,42.6,70.6,5.25,8.9,1.05,35.6,36.8,10804.0,22.5,13.6,-0.745,-0.378,655.4,1.4,38.0,102.3
2017,Mississippi,US.MS,MS,32.354668,-89.398528,12.0,37357.0,32.12,1538222.0,54.2,8.2,16.1,2.8,2.1,16.5,7.5,226.7,352.5,29.9,76.0,57.0,42.2,13.6,11.5,42.0,70.4,5.47,8.8,0.66,37.3,30.3,10950.0,22.7,12.3,-0.705,-0.331,580.2,1.4,34.7,105.9
2018,Mississippi,US.MS,MS,32.354668,-89.398528,15.0,37000.0,40.54,1538795.0,55.2,7.1,16.2,3.1,1.7,16.6,7.6,226.6,356.0,29.7,84.7,57.0,42.9,14.2,11.9,41.0,68.7,5.37,8.9,0.99,37.3,33.2,11082.0,22.2,11.9,-0.637,-0.373,672.1,1.4,32.6,108.6
2019,Mississippi,US.MS,MS,32.354668,-89.398528,22.0,36636.0,60.05,1533857.0,54.2,6.7,16.5,2.8,2.0,17.8,7.7,226.8,363.2,27.8,84.7,54.1,43.1,14.3,12.1,40.3,68.7,5.28,8.6,0.913,39.5,32.0,11043.0,20.5,12.1,-0.6559999999999999,-0.35,708.7,1.4,30.9,110.8
2009,Missouri,US.MO,MO,37.964253,-91.831833,18.0,78905.0,22.81,3042021.0,63.2,6.2,10.3,2.3,1.3,16.7,11.9,206.3,309.0,18.7,74.1,62.6,45.6,9.1,11.9,52.6,76.0,4.36,7.4,11.3,29.1,27.6,8413.0,25.0,12.6,-0.185,-0.053,396.5,1.6,45.7,107.0
2010,Missouri,US.MO,MO,37.964253,-91.831833,12.0,76759.0,15.63,3055450.0,61.6,6.8,10.2,2.3,1.5,17.6,11.8,204.2,301.9,23.8,73.5,62.7,45.9,7.9,12.8,53.8,86.03,4.47,7.4,10.4,30.6,26.7,8107.0,23.1,14.0,-0.269,-0.042,419.8,1.6,45.7,106.6
2011,Missouri,US.MO,MO,37.964253,-91.831833,17.0,76117.0,22.33,3066254.0,61.0,6.2,10.5,2.6,1.5,18.2,10.9,204.0,298.3,20.5,73.5,64.3,46.5,9.4,13.3,50.8,87.45,4.59,7.2,17.3,31.4,27.2,8258.0,21.1,14.3,-0.285,-0.057,432.0,1.5,45.5,106.8
2012,Missouri,US.MO,MO,37.964253,-91.831833,34.0,75446.0,45.07,3070952.0,60.0,6.4,11.1,2.6,1.4,18.5,10.3,204.5,291.0,23.1,74.0,64.3,46.5,10.2,14.9,48.7,86.45,4.61,6.9,16.8,30.3,28.4,8409.0,25.0,14.4,-0.266,-0.129,435.0,1.4,37.1,107.2
2013,Missouri,US.MO,MO,37.964253,-91.831833,30.0,75296.0,39.84,3080214.0,61.0,6.8,10.5,2.5,1.8,17.4,10.0,202.4,281.8,22.2,74.0,61.8,47.4,10.7,15.9,49.8,63.9,4.66,6.5,0.024,29.6,24.7,8230.0,23.9,14.1,-0.264,-0.109,465.6,1.4,34.5,110.2
2014,Missouri,US.MO,MO,37.964253,-91.831833,34.0,75360.0,45.12,3089367.0,61.1,8.9,10.6,3.1,1.5,14.9,10.0,204.8,281.1,19.8,73.9,61.8,48.1,9.6,16.3,51.8,67.9,4.57,6.5,0.02,30.4,28.3,8120.0,22.1,13.3,-0.241,-0.04,463.1,1.4,32.2,111.8
2015,Missouri,US.MO,MO,37.964253,-91.831833,33.0,75061.0,43.96,3098627.0,62.1,9.7,11.1,3.1,1.6,12.5,9.7,206.3,281.4,14.2,73.9,58.6,48.0,11.1,16.4,49.5,70.0,4.59,6.6,-0.087,30.2,25.0,8117.0,20.6,12.3,-0.182,-0.109,453.8,1.4,30.0,115.2
2016,Missouri,US.MO,MO,37.964253,-91.831833,27.0,74705.0,36.14,3100965.0,62.8,10.5,10.1,3.5,1.4,11.8,9.1,209.3,283.6,12.4,75.6,58.6,48.4,11.5,17.0,51.2,71.0,4.59,6.3,-0.157,32.4,27.0,8239.0,22.3,10.8,-0.202,-0.136,462.9,1.4,27.2,155.9
2017,Missouri,US.MO,MO,37.964253,-91.831833,28.0,73034.0,38.34,3111296.0,63.3,9.1,11.0,3.2,1.4,12.1,8.3,209.0,288.6,18.6,75.6,61.3,48.5,11.5,17.6,52.2,66.9,4.53,6.3,-0.16699999999999998,31.7,24.9,8558.0,22.1,9.4,-0.273,-0.14800000000000002,477.4,1.4,25.2,160.4
2018,Missouri,US.MO,MO,37.964253,-91.831833,24.0,73269.0,32.76,3118889.0,64.5,8.0,11.0,3.0,1.5,12.1,7.9,207.2,291.7,19.2,85.6,61.3,48.5,10.4,19.5,48.6,71.2,4.52,6.5,0.047,32.5,29.2,8717.0,20.8,9.0,-0.242,-0.103,507.0,1.5,23.4,166.4
2019,Missouri,US.MO,MO,37.964253,-91.831833,16.0,72127.0,22.18,3124766.0,64.3,7.4,10.8,3.1,1.4,13.0,7.5,206.3,295.3,18.3,85.6,63.3,49.4,11.5,21.1,48.9,71.2,4.52,6.4,0.07,35.0,26.1,8828.0,19.4,9.3,-0.252,-0.162,534.6,1.6,22.5,171.5
2017,Nevada,US.NV,NV,38.80261,-116.419389,11.0,35756.0,30.76,1494290.0,59.0,7.1,16.9,2.3,1.8,13.0,9.1,189.7,285.0,11.4,74.7,60.4,52.9,11.1,20.8,45.6,71.9,4.31,5.3,-0.597,25.8,24.7,7729.0,16.5,11.9,-0.195,-0.09,455.3,1.1,27.8,107.9
2009,New Jersey,US.NJ,NJ,40.058324,-74.405661,37.0,110331.0,33.54,4493506.0,68.7,5.3,9.0,1.8,0.4,14.9,12.8,194.3,271.2,13.8,81.4,75.9,80.0,8.4,9.1,54.1,72.8,4.54,5.3,23.1,23.6,26.9,6538.0,14.8,14.9,0.244,0.16,247.9,1.8,24.9,144.1
2010,New Jersey,US.NJ,NJ,40.058324,-74.405661,30.0,106922.0,28.06,4512294.0,67.2,5.1,10.2,1.5,0.3,15.7,11.1,193.0,263.2,12.8,82.2,75.9,80.5,8.7,8.6,55.2,88.35,4.77,5.4,19.4,23.9,26.2,6152.0,15.8,14.9,0.307,0.175,258.0,1.8,25.2,143.1
2011,New Jersey,US.NJ,NJ,40.058324,-74.405661,48.0,105883.0,45.33,4520963.0,66.6,5.0,10.1,1.7,0.4,16.3,9.8,188.8,258.4,12.8,82.2,76.0,81.5,9.2,6.4,53.6,86.9,4.92,5.3,6.3,24.8,26.6,6089.0,14.4,15.0,0.316,0.179,275.3,1.7,24.5,142.8
2012,New Jersey,US.NJ,NJ,40.058324,-74.405661,36.0,104230.0,34.54,4540905.0,66.3,5.3,10.4,1.6,0.4,16.1,9.2,187.4,248.0,17.4,80.7,76.0,80.5,8.8,6.9,52.4,91.08,5.02,5.0,5.9,23.7,26.4,6173.0,16.8,15.5,0.515,0.099,297.3,1.7,20.1,137.7
2013,New Jersey,US.NJ,NJ,40.058324,-74.405661,57.0,102575.0,55.57,4555374.0,64.9,5.3,10.0,2.0,0.5,17.2,9.1,185.6,243.5,12.5,80.7,71.2,81.2,9.3,8.0,53.5,71.5,5.07,4.9,-0.6659999999999999,24.6,24.9,6091.0,17.3,14.7,0.353,0.17800000000000002,298.1,1.7,18.7,140.4
2014,New Jersey,US.NJ,NJ,40.058324,-74.405661,55.0,103305.0,53.24,4576223.0,65.5,6.3,12.2,1.8,0.4,13.8,9.0,185.5,246.8,16.5,81.0,71.2,81.8,9.2,11.6,51.4,72.9,5.2,4.7,-0.59,26.3,26.8,5837.0,15.7,13.0,0.337,0.136,309.2,1.6,16.7,143.7
2015,New Jersey,US.NJ,NJ,40.058324,-74.405661,39.0,103127.0,37.82,4585897.0,65.3,7.1,14.8,1.8,0.4,10.6,8.8,183.6,245.9,16.1,81.0,70.1,81.2,9.7,13.1,51.8,67.2,5.18,4.4,-0.77,26.9,23.3,5819.0,15.1,12.1,0.345,0.128,319.6,1.6,14.8,145.2
2016,New Jersey,US.NJ,NJ,40.058324,-74.405661,43.0,102647.0,41.89,4576725.0,66.2,7.4,14.6,2.1,0.4,9.3,8.8,183.0,245.4,16.9,83.4,70.1,81.5,9.0,14.0,51.2,76.5,5.22,4.4,-0.77,25.6,27.2,5820.0,13.5,9.8,0.443,0.128,336.0,1.5,13.1,165.2
2017,New Jersey,US.NJ,NJ,40.058324,-74.405661,44.0,101250.0,43.46,4609070.0,66.1,7.5,14.3,2.0,0.5,9.7,8.5,182.2,245.4,12.7,83.4,73.4,80.7,9.2,14.8,50.3,70.2,5.29,4.6,-0.6829999999999999,27.3,29.8,5875.0,14.0,8.4,0.375,0.095,350.6,1.5,12.2,171.1
2018,New Jersey,US.NJ,NJ,40.058324,-74.405661,35.0,101223.0,34.58,4556326.0,67.6,7.2,14.0,1.8,0.4,9.0,8.3,182.3,245.4,14.6,91.1,73.4,77.6,11.0,17.6,52.3,69.3,5.13,4.4,-0.557,27.2,29.0,6225.0,13.7,7.9,0.383,0.077,385.3,1.5,11.1,176.3
2019,New Jersey,US.NJ,NJ,40.058324,-74.405661,36.0,99585.0,36.15,4541603.0,66.8,7.1,13.8,2.1,0.5,9.8,8.1,180.4,247.2,13.7,91.1,72.2,79.0,10.8,22.8,48.3,69.3,5.16,4.3,-0.5770000000000001,25.6,28.5,6329.0,13.1,7.6,0.419,0.134,391.3,1.5,10.4,181.0
2011,New Mexico,US.NM,NM,34.97273,-105.032363,12.0,27289.0,43.97,1052114.0,48.5,5.9,15.3,1.8,2.6,25.9,5.8,167.9,222.3,27.6,71.9,67.2,45.7,8.5,24.1,50.4,87.35,4.96,5.4,7.9,25.6,21.6,8790.0,18.5,21.3,-0.166,0.024,472.4,1.6,64.1,113.9
2017,New Mexico,US.NM,NM,34.97273,-105.032363,10.0,23767.0,42.08,1053926.0,46.8,6.4,31.0,2.5,2.2,11.1,5.7,169.0,219.2,22.4,72.1,62.3,51.4,11.6,24.9,43.5,68.5,5.15,5.2,0.89,28.3,20.3,8913.0,16.6,10.1,-0.196,-0.049,605.7,1.6,34.0,136.6
2009,New York,US.NY,NY,43.299428000000006,-74.217933,70.0,248110.0,28.21,9966620.0,62.6,5.4,16.9,1.7,0.4,12.9,11.5,178.3,294.9,20.3,79.5,74.2,73.8,8.4,7.4,53.3,76.2,5.29,5.6,33.4,25.1,26.4,6156.0,16.8,13.6,0.021,0.213,418.3,1.6,25.7,169.4
2010,New York,US.NY,NY,43.299428000000006,-74.217933,67.0,244375.0,27.42,10000955.0,60.9,4.9,18.5,1.6,0.4,13.7,10.7,177.6,289.6,25.0,81.9,74.2,72.6,8.8,8.7,53.0,89.78,5.41,5.5,32.4,24.6,26.4,6036.0,18.0,14.4,0.042,0.201,453.3,1.6,25.8,168.1
2011,New York,US.NY,NY,43.299428000000006,-74.217933,64.0,241312.0,26.52,10033393.0,60.2,4.7,19.5,1.6,0.4,13.5,9.7,179.9,285.9,24.1,81.9,72.5,73.1,8.9,8.5,55.1,87.78,5.35,5.4,9.5,24.5,23.9,5934.0,15.5,14.5,0.196,0.196,471.1,1.6,25.2,167.0
2012,New York,US.NY,NY,43.299428000000006,-74.217933,58.0,240916.0,24.07,10081044.0,60.7,4.8,19.4,1.8,0.4,13.0,9.2,179.5,274.9,22.6,79.7,72.5,72.4,10.5,8.2,50.6,88.83,5.54,5.2,9.7,24.5,26.3,6183.0,18.1,13.6,0.301,0.043,515.6,1.5,22.7,160.2
2013,New York,US.NY,NY,43.299428000000006,-74.217933,63.0,236980.0,26.58,10114934.0,60.2,5.0,20.0,1.8,0.5,12.6,9.0,178.6,265.3,25.0,79.7,67.5,72.8,9.7,8.6,51.3,63.7,5.59,5.1,0.049,23.6,24.6,6092.0,16.2,11.7,0.312,0.059,530.3,1.5,21.2,164.0
2014,New York,US.NY,NY,43.299428000000006,-74.217933,61.0,238773.0,25.55,10164966.0,59.5,6.2,21.9,1.8,0.5,10.1,8.5,179.7,260.8,19.5,81.3,67.5,72.7,10.6,9.4,50.3,72.2,5.65,5.0,0.02,25.4,26.7,5737.0,16.6,10.8,0.37,0.019,516.5,1.4,19.7,167.3
2015,New York,US.NY,NY,43.299428000000006,-74.217933,64.0,237274.0,26.97,10184278.0,59.9,6.5,23.4,1.7,0.4,8.1,8.0,179.9,258.5,19.1,81.3,67.3,73.5,10.0,10.6,51.9,70.7,5.67,5.0,-0.207,27.0,25.9,5714.0,14.4,9.7,0.368,0.071,489.5,1.3,17.7,170.1
2016,New York,US.NY,NY,43.299428000000006,-74.217933,65.0,234283.0,27.74,10157924.0,59.2,7.1,24.8,1.6,0.5,6.8,7.5,179.6,256.2,21.3,80.0,67.3,73.6,9.8,11.1,50.7,71.9,5.68,4.8,-0.273,25.0,29.3,5658.0,15.2,7.9,0.341,0.08900000000000001,502.8,1.3,16.1,206.2
2017,New York,US.NY,NY,43.299428000000006,-74.217933,47.0,229737.0,20.46,10211937.0,60.0,7.1,24.4,1.7,0.4,6.4,7.2,178.2,257.6,17.6,80.0,68.5,73.5,10.5,12.2,50.5,72.3,5.71,4.6,-0.213,25.5,26.3,5701.0,14.2,6.6,0.402,0.104,524.7,1.3,14.8,215.5
2018,New York,US.NY,NY,43.299428000000006,-74.217933,66.0,226238.0,29.17,10053779.0,60.2,7.2,24.5,1.7,0.4,6.0,7.0,177.7,258.5,20.7,89.5,68.5,74.4,10.5,14.3,50.3,67.5,5.79,4.5,-0.083,25.7,27.2,5978.0,14.1,5.9,0.375,0.101,552.8,1.3,13.4,223.7
2019,New York,US.NY,NY,43.299428000000006,-74.217933,77.0,221539.0,34.76,10005715.0,61.2,7.1,23.7,1.7,0.4,5.9,6.6,176.4,259.4,18.6,89.5,69.8,74.9,11.0,17.0,51.1,67.5,5.83,4.5,-0.203,27.6,23.8,5830.0,12.8,5.6,0.395,0.118,588.5,1.3,12.7,230.7
2009,North Carolina,US.NC,NC,35.759573,-79.0193,21.0,126845.0,16.56,4846501.0,57.5,6.8,10.8,2.5,3.1,19.3,12.6,202.6,287.0,19.4,78.0,68.5,45.4,9.3,11.7,51.9,72.4,4.5,8.3,19.5,29.5,24.6,8356.0,20.9,15.9,-0.168,-0.038,337.8,1.5,49.7,115.6
2010,North Carolina,US.NC,NC,35.759573,-79.0193,10.0,122350.0,8.17,4889991.0,55.6,7.0,10.7,2.5,2.9,21.3,11.6,199.8,275.2,24.5,78.3,68.5,45.4,9.6,12.2,49.8,91.4,4.73,8.3,15.5,30.1,26.4,8319.0,20.3,16.7,-0.123,-0.051,406.8,1.4,49.9,116.0
2011,North Carolina,US.NC,NC,35.759573,-79.0193,11.0,120389.0,9.14,4952679.0,55.6,6.7,11.2,2.5,2.9,21.0,10.8,196.6,273.0,27.6,78.3,68.4,45.8,9.8,12.4,51.0,93.15,4.67,8.1,7.0,28.6,25.7,8116.0,19.8,17.4,-0.019,-0.049,437.5,1.4,49.4,115.6
2012,North Carolina,US.NC,NC,35.759573,-79.0193,10.0,119831.0,8.35,4999175.0,54.9,6.8,11.2,2.6,3.0,21.5,10.0,196.0,262.5,23.9,78.4,68.4,46.7,10.9,12.3,49.4,89.48,4.86,7.5,8.7,29.1,26.7,8244.0,21.8,16.7,-0.147,-0.113,441.0,1.3,38.3,114.7
2013,North Carolina,US.NC,NC,35.759573,-79.0193,15.0,119002.0,12.6,5047448.0,54.8,7.5,11.1,2.7,2.9,20.9,9.6,195.4,254.0,24.7,78.4,64.9,47.5,10.4,12.4,49.5,75.4,4.78,7.1,0.438,29.6,24.9,7892.0,20.9,16.7,-0.177,-0.07,574.9,1.3,34.9,114.9
2014,North Carolina,US.NC,NC,35.759573,-79.0193,34.0,120975.0,28.1,5099371.0,55.3,10.1,11.8,2.6,2.9,17.4,9.0,196.2,252.2,26.8,79.2,64.9,47.9,11.4,12.6,49.9,72.0,4.71,7.3,0.3,29.4,26.6,7661.0,20.3,16.1,-0.173,-0.114,524.0,1.3,31.8,117.9
2015,North Carolina,US.NC,NC,35.759573,-79.0193,44.0,120843.0,36.41,5150777.0,55.7,11.7,12.5,2.7,2.8,14.6,8.7,195.2,251.1,24.4,79.2,64.2,47.9,10.8,13.0,49.8,80.8,4.69,7.2,0.257,29.7,23.2,7604.0,19.1,14.4,-0.028,-0.102,496.5,1.3,28.4,119.7
2016,North Carolina,US.NC,NC,35.759573,-79.0193,38.0,120779.0,31.46,5213836.0,56.3,11.3,12.9,3.0,2.9,13.7,8.0,196.2,251.9,23.7,81.7,64.2,50.2,10.7,13.3,47.7,76.4,4.77,7.0,0.247,30.1,26.2,7746.0,19.0,12.2,-0.096,-0.099,478.7,1.3,25.9,128.3
2017,North Carolina,US.NC,NC,35.759573,-79.0193,35.0,120125.0,29.14,5271981.0,58.2,9.7,12.6,2.4,2.9,14.1,7.8,196.9,254.3,19.3,81.7,63.6,51.2,11.3,14.0,49.0,77.8,4.74,7.2,0.83,31.8,23.3,7889.0,17.9,10.8,-0.084,-0.094,647.4,1.3,23.6,130.9
2018,North Carolina,US.NC,NC,35.759573,-79.0193,25.0,118954.0,21.02,5332759.0,58.6,9.2,12.5,2.6,3.0,14.1,7.4,197.9,254.6,21.7,86.7,63.6,51.4,11.4,16.2,47.7,70.9,4.75,7.3,0.337,32.1,25.6,8177.0,17.2,10.6,-0.08,-0.112,577.6,1.3,21.6,132.5
2019,North Carolina,US.NC,NC,35.759573,-79.0193,46.0,118725.0,38.74,5387820.0,58.2,9.4,12.3,2.4,2.7,14.9,7.2,196.1,257.2,20.2,86.7,65.4,52.2,12.5,19.5,46.1,70.9,4.66,7.1,0.5329999999999999,33.0,23.9,8276.0,17.4,10.7,-0.14800000000000002,-0.115,612.0,1.3,20.5,134.4
2009,Ohio,US.OH,OH,40.417287,-82.907123,57.0,144841.0,39.35,5902018.0,64.4,5.4,12.6,2.0,0.8,14.9,13.4,210.2,301.8,21.0,74.3,72.1,50.8,9.9,12.7,54.1,82.9,4.48,7.7,9.9,29.3,26.0,7776.0,20.1,11.6,-0.053,-0.031,413.7,1.5,40.0,118.9
2010,Ohio,US.OH,OH,40.417287,-82.907123,40.0,139128.0,28.75,5904348.0,63.7,5.0,13.1,2.2,0.7,15.2,13.1,208.7,291.8,18.7,77.4,72.2,50.9,10.1,14.1,52.6,89.2,4.6,7.7,8.9,29.8,26.4,7808.0,20.3,12.9,-0.039,-0.018000000000000002,410.2,1.5,41.3,118.9
2011,Ohio,US.OH,OH,40.417287,-82.907123,35.0,137918.0,25.38,5905599.0,63.4,5.2,13.3,2.2,0.8,15.1,12.5,208.6,287.6,22.9,77.4,71.5,51.0,10.1,13.3,53.3,91.9,4.59,7.7,11.9,29.7,26.1,7831.0,22.5,13.7,-0.19,-0.043,417.9,1.5,41.0,121.2
2012,Ohio,US.OH,OH,40.417287,-82.907123,39.0,138483.0,28.16,5901605.0,62.8,5.3,14.2,2.3,0.8,14.6,12.0,207.7,276.7,21.1,75.8,71.5,51.0,10.0,14.0,49.7,92.25,4.78,7.7,16.8,29.6,27.0,8219.0,25.1,13.7,-0.161,-0.14400000000000002,443.4,1.4,34.1,120.9
2013,Ohio,US.OH,OH,40.417287,-82.907123,30.0,138936.0,21.59,5911149.0,62.5,5.6,14.6,2.2,0.9,14.3,11.6,206.9,270.7,21.2,75.8,67.6,51.4,11.7,14.8,50.2,66.8,4.74,7.8,-0.229,30.1,25.2,8068.0,23.3,13.0,-0.255,-0.152,456.4,1.4,31.5,123.8
2014,Ohio,US.OH,OH,40.417287,-82.907123,22.0,139467.0,15.77,5919391.0,62.8,6.0,18.0,2.6,0.8,9.8,10.9,207.7,274.6,16.9,78.2,67.6,52.0,10.4,17.5,49.9,61.7,4.75,7.7,-0.33,30.4,28.5,7928.0,23.4,11.3,-0.249,-0.109,460.3,1.4,29.8,125.0
2015,Ohio,US.OH,OH,40.417287,-82.907123,41.0,139264.0,29.44,5926893.0,62.6,6.4,20.4,2.5,0.8,7.3,10.6,207.6,276.1,22.1,78.2,65.3,51.9,11.7,18.9,49.4,68.1,4.79,7.4,-0.203,32.6,25.0,7991.0,21.0,9.7,-0.226,-0.14,460.2,1.4,27.2,129.7
2016,Ohio,US.OH,OH,40.417287,-82.907123,36.0,138085.0,26.07,5922679.0,63.1,6.7,20.6,2.6,0.8,6.3,10.2,208.6,278.7,20.9,77.9,65.3,52.3,11.0,21.1,51.8,68.3,4.72,7.1,-0.21,29.8,27.0,8063.0,21.6,7.5,-0.251,-0.14,474.1,1.4,25.1,162.0
2017,Ohio,US.OH,OH,40.417287,-82.907123,42.0,136832.0,30.69,5945509.0,62.7,6.5,20.7,2.6,0.8,6.7,9.6,208.7,283.6,21.6,77.9,67.9,52.0,11.1,24.5,50.3,68.0,4.73,7.0,-0.21,31.5,25.9,8492.0,22.5,6.1,-0.266,-0.14400000000000002,489.3,1.4,23.3,167.3
2018,Ohio,US.OH,OH,40.417287,-82.907123,27.0,135134.0,19.98,5958724.0,62.9,6.1,20.5,2.3,0.8,7.5,9.0,210.3,286.5,20.5,85.3,67.9,52.7,11.3,30.4,49.4,66.4,4.67,7.3,0.04,33.8,29.6,8998.0,21.1,5.8,-0.251,-0.172,520.9,1.3,21.7,174.6
2019,Ohio,US.OH,OH,40.417287,-82.907123,47.0,134461.0,34.95,5958538.0,64.4,5.3,19.4,2.4,0.7,7.8,8.5,210.9,291.3,19.5,85.3,67.4,53.4,12.2,37.3,49.4,66.4,4.73,7.3,-0.14,34.0,25.4,9399.0,20.5,6.3,-0.21,-0.191,526.6,1.4,20.8,178.2
2009,Oklahoma,US.OK,OK,35.007752,-97.092877,28.0,54553.0,51.33,1878034.0,56.2,5.6,9.4,2.7,2.6,23.5,10.5,208.4,345.1,21.8,71.3,57.9,48.4,10.1,16.3,48.4,73.6,4.55,8.3,13.0,31.0,31.5,9605.0,24.7,15.9,-0.404,-0.16699999999999998,377.9,1.2,59.6,80.7
2010,Oklahoma,US.OK,OK,35.007752,-97.092877,20.0,53238.0,37.57,1894374.0,55.2,5.8,9.2,2.6,2.2,24.9,10.5,208.5,336.1,20.3,74.5,57.9,49.0,11.0,16.9,46.9,91.3,4.56,7.9,13.4,32.0,31.4,9789.0,25.5,16.1,-0.318,-0.177,377.9,1.2,61.5,80.3
2011,Oklahoma,US.OK,OK,35.007752,-97.092877,20.0,52272.0,38.26,1913759.0,55.2,5.1,9.8,3.1,2.6,24.1,10.2,209.2,330.7,25.0,74.5,57.2,49.6,10.4,18.5,47.3,86.6,4.53,7.5,5.8,31.3,29.9,10042.0,23.7,17.5,-0.475,-0.194,377.9,1.2,61.6,81.7
2012,Oklahoma,US.OK,OK,35.007752,-97.092877,15.0,52751.0,28.44,1924995.0,54.7,5.7,10.0,3.0,2.1,24.5,9.9,209.6,330.5,20.7,69.9,57.2,50.0,11.1,18.8,46.1,91.15,4.73,7.7,7.1,31.1,31.2,10205.0,26.1,17.1,-0.426,-0.293,377.9,1.2,50.4,80.2
2013,Oklahoma,US.OK,OK,35.007752,-97.092877,20.0,53369.0,37.47,1943276.0,55.1,5.8,10.4,2.8,2.4,23.5,9.7,210.7,322.1,27.4,69.9,58.9,50.5,11.5,19.9,48.5,61.0,4.64,7.4,-0.246,32.2,28.3,9838.0,23.3,17.1,-0.415,-0.251,377.9,1.2,47.8,82.7
2014,Oklahoma,US.OK,OK,35.007752,-97.092877,13.0,53339.0,24.37,1957903.0,55.7,8.4,10.4,2.7,2.2,20.5,9.7,214.1,322.0,17.8,73.6,58.9,50.4,11.0,19.8,46.3,62.7,4.57,7.4,-0.07,32.5,33.0,9654.0,23.7,18.0,-0.444,-0.299,444.2,1.2,47.3,84.8
2015,Oklahoma,US.OK,OK,35.007752,-97.092877,14.0,53122.0,26.35,1974214.0,56.5,8.6,10.7,3.0,2.1,19.0,9.5,215.8,322.5,25.0,73.6,56.8,50.4,12.0,20.3,47.6,73.3,4.6,7.2,0.49,33.0,28.3,9799.0,21.1,16.5,-0.41,-0.252,479.1,1.2,42.9,85.2
